                   tem002   tem060   tem130   tem200   global   reflex   bilanz
04.03.2006 18:00    0.104   -0.602   -1.145   -1.424    0.997    4.313   -1.813
04.03.2006 18:10    0.143   -0.628   -1.140   -1.430    0.576    1.852   -1.307
04.03.2006 18:20    0.337   -0.655   -1.183   -1.438    0.342    0.447   -1.107
04.03.2006 18:30    0.177   -0.630   -1.278   -1.616    0.294   -0.118   -2.491
04.03.2006 18:40    0.031   -0.632   -1.242   -1.560    0.431   -0.310   -3.131
04.03.2006 18:50    0.023   -0.661   -1.220   -1.501    0.593   -0.254   -4.178
04.03.2006 19:00   -0.039   -0.671   -1.208   -1.514    0.792   -0.431   -3.355
04.03.2006 19:10   -0.025   -0.662   -1.189   -1.514    0.890   -0.502   -2.237
04.03.2006 19:20    0.023   -0.570   -1.219   -1.400    0.933   -0.543   -1.898
04.03.2006 19:30   -0.008   -0.671   -1.236   -1.442    0.937   -0.509   -0.431
04.03.2006 19:40    0.024   -0.682   -1.262   -1.493    0.974   -0.461   -1.948
04.03.2006 19:50    0.005   -0.441   -1.278   -1.426    1.024   -0.519   -2.694
04.03.2006 20:00   -0.065   -0.631   -1.268   -1.501    1.055   -0.479   -2.413
04.03.2006 20:10   -0.157   -0.590   -1.259   -1.522    1.190   -0.517   -4.702
04.03.2006 20:20   -0.144   -0.562   -1.184   -1.428    1.368   -0.655   -3.681
04.03.2006 20:30   -0.063   -0.580   -1.098   -1.245    1.570   -0.804   -3.103
04.03.2006 20:40   -0.259   -0.619   -1.073   -1.210    1.738   -0.733   -2.631
04.03.2006 20:50   -0.340   -0.610   -1.142   -1.242    1.888   -0.731   -2.873
04.03.2006 21:00   -0.309   -0.602   -1.113   -1.211    2.015   -0.700   -2.466
04.03.2006 21:10   -0.381   -0.570   -1.002   -1.140    2.082   -0.593   -1.820
04.03.2006 21:20   -0.183   -0.618   -1.049   -0.983    2.113   -0.552   -2.123
04.03.2006 21:30   -0.274   -0.626   -1.108   -1.116    2.156   -0.596   -2.912
04.03.2006 21:40   -0.371   -0.514   -1.123   -1.255    2.109   -0.514   -3.000
04.03.2006 21:50   -0.287   -0.664   -1.138   -1.367    2.117   -0.499   -2.833
04.03.2006 22:00   -0.372   -0.665   -1.171   -1.273    2.168   -0.548   -2.166
04.03.2006 22:10   -0.292   -0.538   -1.188   -1.179    2.182   -0.446   -2.085
04.03.2006 22:20   -0.462   -0.739   -1.178   -1.086    2.102   -0.444   -2.852
04.03.2006 22:30   -0.430   -0.822   -1.119   -0.944    2.054   -0.384   -2.668
